Teacher_ID,Full_Name,Gender,Country,Primary_Subject,Secondary_Subject,Education_Level,Years_of_Experience,Teaching_Style,Certifications,Availability,Language,Student_Rating,Courses_Taught,Is_Research_Active,Email
T04972,Michael Smith,Male,India,English,Geography,PhD,35,Project-based,PGCE,Visiting,French,3.35,99,False,michael.smith@example.edu
T04973,Justin Mckay,Non-Binary,India,Physics,Philosophy,Masters,2,Flipped Classroom,Online Certifications,Full-time,Mandarin,2.89,60,True,justin.mckay@example.edu
T04974,Marc Andersen,Male,France,Chemistry,Economics,Bachelors,15,Flipped Classroom,PGCE,Visiting,Mandarin,2.77,40,True,marc.andersen@example.edu
T04975,Nicholas Holloway,Male,India,Computer Science,Physics,PhD,27,Flipped Classroom,Online Certifications,Visiting,French,3.74,38,True,nicholas.holloway@example.edu
T04976,Nancy Roberts,Non-Binary,Germany,English,History,Bachelors,22,Lecture-based,M.Ed,Visiting,French,3.28,52,True,nancy.roberts@example.edu
T04977,Derrick Jackson,Non-Binary,Australia,Chemistry,Biology,PhD,9,Project-based,TESOL,Full-time,English,2.52,87,False,derrick.jackson@example.edu
T04978,Megan Smith,Female,India,Physics,Biology,PhD,17,Interactive,M.Ed,Full-time,Spanish,4.85,14,False,megan.smith@example.edu
T04979,Hector Brown,Male,Germany,Mathematics,Biology,Masters,20,Flipped Classroom,M.Ed,Visiting,Mandarin,3.26,43,True,hector.brown@example.edu
T04980,Jeremy Smith,Non-Binary,Australia,Philosophy,Economics,Masters,35,Project-based,None,Visiting,German,4.25,89,False,jeremy.smith@example.edu
T04981,Mr. Richard Summers DDS,Female,UK,Computer Science,Economics,Bachelors,19,Hybrid,PGCE,Part-time,Spanish,3.18,57,True,mr..richard.summers.dds@example.edu
T04982,Charlotte Williams,Non-Binary,Germany,History,Philosophy,Masters,11,Lecture-based,TESOL,Full-time,Spanish,2.74,58,False,charlotte.williams@example.edu
T04983,Marisa Jensen,Female,UK,Biology,Economics,Masters,18,Lecture-based,None,Visiting,Mandarin,3.16,44,True,marisa.jensen@example.edu
T04984,Jennifer Morales,Male,Germany,Economics,History,Bachelors,14,Interactive,TESOL,Part-time,German,4.71,30,True,jennifer.morales@example.edu
T04985,Sarah Herring,Male,Canada,Economics,Philosophy,Masters,5,Lecture-based,PGCE,Visiting,English,4.09,40,False,sarah.herring@example.edu
T04986,Olivia Price,Male,Australia,Chemistry,Philosophy,Bachelors,16,Hybrid,B.Ed,Part-time,French,2.56,76,True,olivia.price@example.edu
T04987,Sarah Cruz,Male,USA,Philosophy,Computer Science,PhD,11,Lecture-based,TESOL,Visiting,Mandarin,3.79,68,False,sarah.cruz@example.edu
T04988,Richard Huynh,Male,Germany,Geography,Physics,PhD,27,Lecture-based,Online Certifications,Part-time,Mandarin,4.5,44,True,richard.huynh@example.edu
T04989,Eric Jenkins,Female,UK,Physics,Physics,PhD,27,Hybrid,B.Ed,Full-time,Spanish,4.73,14,True,eric.jenkins@example.edu
T04990,Mary Heath,Male,France,Physics,Physics,PhD,32,Project-based,B.Ed,Visiting,German,4.68,27,True,mary.heath@example.edu
T04991,Luis Jones DDS,Non-Binary,India,Computer Science,Philosophy,Bachelors,38,Project-based,PGCE,Full-time,Spanish,3.25,6,True,luis.jones.dds@example.edu
T04992,Donna Bright,Male,France,Biology,English,Masters,18,Project-based,M.Ed,Part-time,German,3.34,13,True,donna.bright@example.edu
T04993,Caroline Cox,Male,Australia,History,Economics,Bachelors,29,Flipped Classroom,None,Full-time,Mandarin,3.94,44,False,caroline.cox@example.edu
T04994,Theresa Duncan,Non-Binary,Germany,History,Biology,Masters,37,Lecture-based,B.Ed,Visiting,German,4.8,7,True,theresa.duncan@example.edu
T04995,Jamie Pham,Female,Australia,Physics,Philosophy,PhD,3,Project-based,None,Visiting,Mandarin,2.64,54,True,jamie.pham@example.edu
T04996,Alyssa Clark,Male,Canada,Physics,Computer Science,PhD,15,Flipped Classroom,PGCE,Visiting,German,3.47,81,False,alyssa.clark@example.edu
T04997,David Lee,Non-Binary,India,Biology,Physics,Masters,8,Interactive,TESOL,Part-time,French,2.95,28,True,david.lee@example.edu
T04998,Juan Cunningham,Male,Germany,Computer Science,History,Masters,38,Lecture-based,M.Ed,Full-time,French,3.12,17,False,juan.cunningham@example.edu
T04999,Ronald Elliott,Male,Germany,English,Biology,Bachelors,37,Flipped Classroom,PGCE,Full-time,German,3.13,88,False,ronald.elliott@example.edu
T05000,Dale Eaton,Non-Binary,UK,Geography,Computer Science,Bachelors,38,Lecture-based,Online Certifications,Full-time,English,3.21,6,True,dale.eaton@example.edu
T05001,Christopher Gonzalez,Female,USA,Computer Science,English,Masters,19,Hybrid,PGCE,Part-time,English,3.15,24,True,christopher.gonzalez@example.edu
T05002,Valerie Drake,Female,France,Mathematics,English,Bachelors,40,Flipped Classroom,M.Ed,Visiting,German,4.41,12,True,valerie.drake@example.edu
T05003,Pamela Mcmahon,Non-Binary,France,Economics,Biology,PhD,8,Project-based,B.Ed,Full-time,Spanish,3.64,31,True,pamela.mcmahon@example.edu
T05004,Sydney Clark,Male,Australia,Computer Science,Biology,Masters,4,Hybrid,M.Ed,Part-time,English,4.98,44,True,sydney.clark@example.edu
T05005,Mary Rose,Male,India,Biology,History,Masters,20,Flipped Classroom,PGCE,Full-time,Mandarin,4.78,91,True,mary.rose@example.edu
T05006,William White,Female,Australia,History,English,Bachelors,11,Flipped Classroom,PGCE,Part-time,German,4.67,5,False,william.white@example.edu
T05007,Dylan Alexander,Male,UK,Geography,Computer Science,Bachelors,16,Flipped Classroom,None,Visiting,Mandarin,2.6,72,True,dylan.alexander@example.edu
T05008,Benjamin Martinez,Female,USA,Physics,Computer Science,PhD,31,Interactive,None,Part-time,French,4.07,15,True,benjamin.martinez@example.edu
T05009,Stephanie Larson,Male,Canada,Philosophy,Mathematics,Masters,33,Flipped Classroom,Online Certifications,Visiting,French,3.95,13,True,stephanie.larson@example.edu
T05010,Mr. Christian Davies DDS,Female,Australia,Philosophy,Mathematics,Masters,34,Interactive,M.Ed,Visiting,Spanish,3.91,95,False,mr..christian.davies.dds@example.edu
T05011,Carl Scott,Male,Germany,English,Physics,Masters,20,Project-based,Online Certifications,Visiting,German,2.63,95,True,carl.scott@example.edu
T05012,Kevin Olson,Female,India,Philosophy,Chemistry,Bachelors,27,Flipped Classroom,M.Ed,Full-time,French,4.44,23,True,kevin.olson@example.edu
T05013,Lindsay Bailey,Female,Canada,Chemistry,Geography,Masters,33,Project-based,M.Ed,Part-time,German,4.14,85,False,lindsay.bailey@example.edu
T05014,Michael Daugherty,Female,India,Philosophy,Chemistry,Bachelors,27,Project-based,Online Certifications,Full-time,French,3.45,68,True,michael.daugherty@example.edu
T05015,Charles Little,Non-Binary,Germany,Mathematics,Mathematics,Masters,26,Interactive,Online Certifications,Part-time,Spanish,3.88,11,True,charles.little@example.edu
T05016,Tanya Boyd,Male,Canada,Physics,Geography,Bachelors,19,Flipped Classroom,Online Certifications,Full-time,Spanish,4.56,66,True,tanya.boyd@example.edu
T05017,Dwayne Butler,Non-Binary,Australia,Computer Science,Biology,Bachelors,17,Project-based,PGCE,Visiting,German,2.75,41,True,dwayne.butler@example.edu
T05018,Kim Moore,Non-Binary,Germany,English,Computer Science,Bachelors,3,Hybrid,None,Visiting,English,2.96,29,True,kim.moore@example.edu
T05019,Whitney Banks,Female,Canada,Biology,Chemistry,Masters,31,Interactive,TESOL,Full-time,French,3.0,49,False,whitney.banks@example.edu
T05020,Kristi Allison,Male,France,Computer Science,Physics,PhD,15,Hybrid,TESOL,Part-time,English,2.85,5,False,kristi.allison@example.edu
T05021,Becky Hoffman,Male,UK,Economics,Chemistry,Bachelors,4,Flipped Classroom,Online Certifications,Part-time,Spanish,4.24,19,True,becky.hoffman@example.edu
T05022,Jared Taylor,Non-Binary,Germany,Biology,Economics,PhD,7,Hybrid,B.Ed,Part-time,German,4.73,66,False,jared.taylor@example.edu
T05023,Jessica Dunn,Female,USA,Mathematics,History,Masters,20,Interactive,M.Ed,Part-time,Mandarin,4.26,10,False,jessica.dunn@example.edu
T05024,Kelly Gregory,Male,Germany,Physics,English,PhD,31,Interactive,TESOL,Full-time,Mandarin,2.84,29,False,kelly.gregory@example.edu
T05025,Kayla Lewis,Male,India,English,Computer Science,PhD,13,Interactive,M.Ed,Part-time,Spanish,3.97,77,True,kayla.lewis@example.edu
T05026,Debra Noble,Non-Binary,India,English,History,Masters,15,Project-based,TESOL,Visiting,Spanish,2.62,48,False,debra.noble@example.edu
T05027,Annette Love,Non-Binary,Germany,Chemistry,Philosophy,PhD,7,Interactive,B.Ed,Full-time,Mandarin,2.51,45,False,annette.love@example.edu
T05028,Kaitlin Davis,Female,Canada,Chemistry,Physics,PhD,39,Lecture-based,B.Ed,Full-time,Spanish,4.17,64,False,kaitlin.davis@example.edu
T05029,Kyle Henderson,Non-Binary,Canada,Philosophy,Economics,Bachelors,38,Hybrid,PGCE,Visiting,Spanish,4.74,50,False,kyle.henderson@example.edu
T05030,Brenda Green,Non-Binary,Germany,Biology,Geography,Masters,14,Flipped Classroom,TESOL,Part-time,English,2.91,46,False,brenda.green@example.edu
T05031,Lisa Terry,Female,UK,Chemistry,Economics,Bachelors,20,Project-based,B.Ed,Full-time,German,4.97,22,True,lisa.terry@example.edu
T05032,Kelly Santana,Non-Binary,India,Biology,Geography,Bachelors,10,Project-based,M.Ed,Visiting,Spanish,4.29,7,True,kelly.santana@example.edu
T05033,Kevin Clark,Female,France,English,Economics,Masters,2,Flipped Classroom,TESOL,Visiting,Spanish,4.89,33,True,kevin.clark@example.edu
T05034,Frank Wright,Female,India,Biology,Mathematics,Masters,33,Hybrid,None,Part-time,French,2.95,99,True,frank.wright@example.edu
T05035,Jenna Sanford,Female,Canada,English,Biology,Bachelors,37,Project-based,PGCE,Part-time,Mandarin,3.17,59,True,jenna.sanford@example.edu
T05036,Aaron Dixon II,Non-Binary,UK,Biology,Computer Science,Bachelors,38,Flipped Classroom,Online Certifications,Visiting,German,4.82,30,False,aaron.dixon.ii@example.edu
T05037,Shannon Leblanc DDS,Male,India,English,Computer Science,Bachelors,4,Lecture-based,Online Certifications,Full-time,English,3.57,47,True,shannon.leblanc.dds@example.edu
T05038,Michael Jackson,Non-Binary,India,Chemistry,Computer Science,PhD,37,Interactive,Online Certifications,Visiting,Mandarin,4.13,24,True,michael.jackson@example.edu
T05039,Jose Sawyer,Female,USA,Mathematics,Computer Science,Masters,16,Lecture-based,TESOL,Visiting,Spanish,4.38,17,True,jose.sawyer@example.edu
T05040,Joshua Park,Female,Germany,Physics,Geography,Masters,26,Flipped Classroom,None,Full-time,English,3.84,76,False,joshua.park@example.edu
T05041,Jason Carpenter,Male,France,Computer Science,Mathematics,PhD,4,Hybrid,M.Ed,Full-time,Spanish,4.34,26,False,jason.carpenter@example.edu
T05042,Joseph Hamilton,Female,India,Geography,Geography,Bachelors,4,Lecture-based,B.Ed,Part-time,French,2.99,80,True,joseph.hamilton@example.edu
T05043,Jessica Kaufman,Non-Binary,USA,Physics,Geography,Masters,10,Hybrid,B.Ed,Part-time,English,3.57,84,False,jessica.kaufman@example.edu
T05044,Paul King,Male,India,Philosophy,History,Bachelors,21,Lecture-based,Online Certifications,Visiting,Mandarin,4.9,59,True,paul.king@example.edu
T05045,Robert Phillips,Female,Canada,English,Economics,Bachelors,10,Lecture-based,Online Certifications,Visiting,Mandarin,4.42,50,True,robert.phillips@example.edu
T05046,Christina Mitchell,Non-Binary,Australia,History,Chemistry,PhD,10,Lecture-based,M.Ed,Visiting,Mandarin,4.51,6,False,christina.mitchell@example.edu
T05047,Victoria Ross,Female,Australia,Mathematics,Geography,Bachelors,28,Hybrid,Online Certifications,Visiting,English,3.15,95,False,victoria.ross@example.edu
T05048,Philip Douglas,Male,Germany,Physics,Computer Science,Bachelors,8,Interactive,B.Ed,Visiting,English,3.2,37,True,philip.douglas@example.edu
T05049,Kaitlin Briggs,Male,USA,Biology,Chemistry,PhD,11,Hybrid,TESOL,Visiting,German,3.24,33,True,kaitlin.briggs@example.edu
T05050,Warren Martin,Female,Australia,Biology,Philosophy,PhD,15,Project-based,None,Part-time,Mandarin,2.69,12,True,warren.martin@example.edu
T05051,Sharon Martinez,Female,Australia,Mathematics,Chemistry,Masters,6,Hybrid,Online Certifications,Part-time,Spanish,4.14,21,True,sharon.martinez@example.edu
T05052,Lindsey Rose,Non-Binary,UK,Philosophy,English,Masters,8,Flipped Classroom,TESOL,Visiting,Mandarin,2.94,5,True,lindsey.rose@example.edu
T05053,Emily Snyder,Female,USA,Geography,Philosophy,Bachelors,12,Flipped Classroom,Online Certifications,Visiting,German,4.56,49,True,emily.snyder@example.edu
T05054,John Johnson,Female,Canada,English,Chemistry,Masters,35,Interactive,Online Certifications,Part-time,Spanish,2.59,52,False,john.johnson@example.edu
T05055,Barbara Lewis,Male,USA,History,History,Masters,32,Lecture-based,B.Ed,Part-time,Mandarin,3.45,90,False,barbara.lewis@example.edu
T05056,Amanda Obrien,Female,India,Geography,Chemistry,PhD,25,Project-based,TESOL,Part-time,Spanish,3.96,89,True,amanda.obrien@example.edu
T05057,Patricia Miller,Non-Binary,Germany,English,History,PhD,20,Interactive,Online Certifications,Part-time,English,3.07,31,True,patricia.miller@example.edu
T05058,Rachel Finley,Female,France,Economics,Computer Science,Masters,8,Hybrid,None,Full-time,French,2.92,29,False,rachel.finley@example.edu
T05059,Sandra Keith,Male,Germany,Biology,Geography,PhD,1,Interactive,B.Ed,Full-time,Spanish,4.9,61,False,sandra.keith@example.edu
T05060,Bethany Williams,Non-Binary,France,Chemistry,History,Masters,16,Hybrid,M.Ed,Visiting,German,3.83,96,True,bethany.williams@example.edu
T05061,Tara Anderson,Male,Canada,Chemistry,Physics,PhD,10,Hybrid,M.Ed,Part-time,French,4.02,52,True,tara.anderson@example.edu
T05062,Tracy Stephens,Non-Binary,Canada,Computer Science,Chemistry,Masters,13,Project-based,B.Ed,Full-time,Spanish,4.4,91,False,tracy.stephens@example.edu
T05063,Lisa Howell,Non-Binary,India,Mathematics,Biology,Masters,38,Project-based,PGCE,Part-time,English,4.21,35,True,lisa.howell@example.edu
T05064,Mr. Reginald Baker DDS,Female,Canada,History,Physics,Masters,38,Lecture-based,TESOL,Part-time,German,3.77,70,True,mr..reginald.baker.dds@example.edu
T05065,Lori Anderson,Non-Binary,India,Biology,Mathematics,Masters,14,Flipped Classroom,PGCE,Full-time,Spanish,4.77,62,True,lori.anderson@example.edu
T05066,Cheryl Clark,Female,Australia,Economics,History,Bachelors,25,Flipped Classroom,M.Ed,Visiting,German,2.51,43,False,cheryl.clark@example.edu
T05067,Mary Stout,Female,Germany,English,Mathematics,PhD,35,Hybrid,Online Certifications,Full-time,Mandarin,3.91,27,False,mary.stout@example.edu
T05068,Richard Mendoza PhD,Female,Australia,Philosophy,Philosophy,Bachelors,9,Interactive,B.Ed,Visiting,English,3.59,43,False,richard.mendoza.phd@example.edu
T05069,Shaun Tucker,Non-Binary,USA,Economics,Chemistry,PhD,39,Lecture-based,M.Ed,Part-time,German,4.57,60,True,shaun.tucker@example.edu
T05070,Julian Moore,Male,UK,Computer Science,Economics,PhD,5,Lecture-based,Online Certifications,Part-time,Mandarin,4.84,24,False,julian.moore@example.edu
T05071,Dorothy Henderson,Female,France,Biology,Mathematics,Bachelors,1,Interactive,TESOL,Visiting,French,4.0,5,False,dorothy.henderson@example.edu
T05072,Christian Cooper,Non-Binary,UK,Geography,Geography,Bachelors,20,Hybrid,None,Visiting,German,3.63,46,False,christian.cooper@example.edu
T05073,Amanda Martinez,Non-Binary,UK,Philosophy,History,PhD,2,Hybrid,TESOL,Visiting,English,3.45,6,True,amanda.martinez@example.edu
T05074,Gregory Morris,Non-Binary,USA,Economics,Physics,Bachelors,3,Hybrid,PGCE,Visiting,English,4.18,79,True,gregory.morris@example.edu
T05075,Antonio Paul,Female,Australia,Economics,Chemistry,Masters,39,Interactive,None,Full-time,Spanish,3.14,58,True,antonio.paul@example.edu
T05076,Craig Kelley,Non-Binary,India,Geography,Philosophy,Masters,31,Lecture-based,PGCE,Part-time,French,4.05,7,True,craig.kelley@example.edu
T05077,Natalie Clark MD,Male,UK,English,History,Masters,40,Flipped Classroom,Online Certifications,Visiting,German,3.81,49,False,natalie.clark.md@example.edu
T05078,John Flores,Male,India,History,Biology,PhD,27,Lecture-based,TESOL,Part-time,English,4.67,34,True,john.flores@example.edu
T05079,Jaime Diaz,Non-Binary,India,Economics,Geography,Bachelors,12,Hybrid,TESOL,Full-time,English,3.89,86,False,jaime.diaz@example.edu
T05080,Cristina Brown,Male,France,Physics,Economics,Masters,10,Lecture-based,M.Ed,Full-time,Spanish,4.23,47,False,cristina.brown@example.edu
T05081,Nathan Thomas,Non-Binary,UK,Chemistry,Mathematics,PhD,30,Hybrid,None,Full-time,Mandarin,4.28,97,False,nathan.thomas@example.edu
T05082,Christopher Barnett,Male,Australia,Biology,Geography,PhD,31,Lecture-based,None,Visiting,German,3.31,97,True,christopher.barnett@example.edu
T05083,Adam Espinoza,Female,Australia,Philosophy,Computer Science,Masters,11,Hybrid,TESOL,Visiting,Spanish,4.69,58,False,adam.espinoza@example.edu
T05084,Eric Schwartz,Female,Australia,Computer Science,Economics,Masters,14,Interactive,B.Ed,Part-time,Mandarin,2.83,28,True,eric.schwartz@example.edu
T05085,Brenda Lyons,Female,Canada,Chemistry,Philosophy,PhD,33,Lecture-based,M.Ed,Full-time,Mandarin,3.73,18,True,brenda.lyons@example.edu
T05086,Mark King,Female,Canada,Computer Science,Economics,PhD,18,Hybrid,None,Part-time,German,4.89,78,False,mark.king@example.edu
T05087,Robert Mcdaniel,Female,India,Computer Science,Chemistry,Bachelors,17,Hybrid,PGCE,Part-time,English,3.56,48,False,robert.mcdaniel@example.edu
T05088,Felicia Cunningham,Female,Canada,Geography,Computer Science,PhD,25,Lecture-based,Online Certifications,Full-time,German,3.81,76,False,felicia.cunningham@example.edu
T05089,Lisa Hartman,Male,USA,Economics,History,Bachelors,29,Project-based,None,Full-time,Mandarin,2.72,24,True,lisa.hartman@example.edu
T05090,David Jordan,Male,UK,Philosophy,Mathematics,Bachelors,1,Flipped Classroom,B.Ed,Visiting,Mandarin,3.8,54,True,david.jordan@example.edu
T05091,Jonathan Johnson,Non-Binary,USA,Biology,Biology,Bachelors,35,Interactive,TESOL,Part-time,French,3.97,88,True,jonathan.johnson@example.edu
T05092,Jason Mcdonald,Non-Binary,Australia,Biology,Physics,PhD,34,Flipped Classroom,B.Ed,Full-time,German,3.24,93,True,jason.mcdonald@example.edu
T05093,Richard Miller,Male,India,Philosophy,Mathematics,Masters,39,Interactive,Online Certifications,Visiting,German,2.88,88,False,richard.miller@example.edu
T05094,Dr. Andrea Webster,Male,France,Physics,Economics,Bachelors,14,Project-based,None,Full-time,English,2.92,64,False,dr..andrea.webster@example.edu
T05095,Larry Roberts,Non-Binary,UK,English,Physics,PhD,31,Lecture-based,M.Ed,Visiting,English,3.92,37,False,larry.roberts@example.edu
T05096,Sarah Moore,Male,Germany,Chemistry,Geography,Bachelors,37,Flipped Classroom,B.Ed,Part-time,French,2.52,60,True,sarah.moore@example.edu
T05097,Brenda Martin,Non-Binary,Canada,History,Computer Science,Masters,20,Lecture-based,B.Ed,Full-time,English,4.47,72,False,brenda.martin@example.edu
T05098,Tiffany Reid,Female,USA,Physics,Mathematics,PhD,31,Lecture-based,B.Ed,Part-time,English,4.66,25,True,tiffany.reid@example.edu
T05099,Brittany Weber,Female,Canada,Economics,Chemistry,PhD,34,Interactive,None,Part-time,Mandarin,3.7,20,False,brittany.weber@example.edu
T05100,Sabrina Mcclain,Female,France,Physics,Mathematics,Masters,15,Hybrid,TESOL,Part-time,Spanish,2.56,32,True,sabrina.mcclain@example.edu
T05101,Bianca Riggs,Male,India,Mathematics,Biology,Bachelors,34,Hybrid,M.Ed,Full-time,Spanish,4.31,80,False,bianca.riggs@example.edu
T05102,Jacob Miranda,Male,France,Economics,English,Masters,32,Interactive,None,Visiting,Mandarin,3.01,65,True,jacob.miranda@example.edu
T05103,Tricia Williams,Male,Germany,Computer Science,History,Bachelors,3,Project-based,TESOL,Full-time,Spanish,3.83,95,True,tricia.williams@example.edu
T05104,Mr. Eddie Green MD,Non-Binary,Canada,Computer Science,Geography,Masters,14,Project-based,None,Full-time,Mandarin,4.27,39,True,mr..eddie.green.md@example.edu
T05105,Ivan Rivera,Female,Canada,Biology,Biology,Bachelors,13,Hybrid,B.Ed,Part-time,English,3.76,82,False,ivan.rivera@example.edu
T05106,Deborah Riley,Female,USA,History,Biology,Bachelors,34,Flipped Classroom,B.Ed,Full-time,Spanish,3.19,85,False,deborah.riley@example.edu
T05107,Todd Walters,Male,Canada,English,Biology,PhD,15,Project-based,M.Ed,Full-time,French,4.49,49,True,todd.walters@example.edu
T05108,Sandra Ward,Female,France,Mathematics,Mathematics,Bachelors,38,Flipped Classroom,B.Ed,Part-time,Spanish,3.98,79,False,sandra.ward@example.edu
T05109,Tammy Mosley,Female,USA,History,Geography,Masters,33,Flipped Classroom,M.Ed,Part-time,English,4.33,97,False,tammy.mosley@example.edu
T05110,Daniel Bennett,Female,Germany,Economics,Economics,Bachelors,34,Lecture-based,None,Part-time,German,4.43,86,False,daniel.bennett@example.edu
T05111,Alexandria Hudson MD,Non-Binary,USA,Chemistry,Geography,PhD,21,Interactive,TESOL,Visiting,Mandarin,2.99,49,True,alexandria.hudson.md@example.edu
T05112,Stephanie Scott,Non-Binary,Australia,History,Computer Science,PhD,3,Project-based,B.Ed,Part-time,Mandarin,2.76,81,False,stephanie.scott@example.edu
T05113,Amanda Diaz,Non-Binary,USA,Physics,Chemistry,Masters,11,Project-based,M.Ed,Part-time,Mandarin,3.01,19,True,amanda.diaz@example.edu
T05114,Andrew Middleton,Female,India,English,Mathematics,PhD,5,Interactive,None,Full-time,Spanish,3.22,69,False,andrew.middleton@example.edu
T05115,Mr. John Sims,Female,India,Mathematics,History,PhD,5,Lecture-based,TESOL,Part-time,French,2.59,50,False,mr..john.sims@example.edu
T05116,James York,Non-Binary,UK,Physics,English,PhD,13,Lecture-based,B.Ed,Part-time,German,2.99,50,False,james.york@example.edu
T05117,Megan Moore,Female,Germany,History,English,Masters,4,Project-based,M.Ed,Full-time,English,2.97,43,True,megan.moore@example.edu
T05118,Cindy Hayes,Non-Binary,India,Geography,Chemistry,PhD,29,Lecture-based,Online Certifications,Part-time,German,3.31,92,True,cindy.hayes@example.edu
T05119,Thomas Curtis,Male,Australia,History,Biology,Masters,19,Flipped Classroom,PGCE,Full-time,Mandarin,3.44,73,True,thomas.curtis@example.edu
T05120,Gabriel Scott,Female,Germany,Mathematics,Economics,Masters,3,Flipped Classroom,TESOL,Full-time,Mandarin,3.87,65,False,gabriel.scott@example.edu
T05121,Michelle Grant,Male,USA,Philosophy,Biology,Bachelors,7,Project-based,Online Certifications,Visiting,Mandarin,4.75,22,True,michelle.grant@example.edu
T05122,Charles Baker,Male,USA,Economics,Chemistry,Masters,16,Flipped Classroom,B.Ed,Part-time,Spanish,4.6,13,True,charles.baker@example.edu
T05123,Andrew Hicks,Non-Binary,Canada,English,Physics,PhD,14,Lecture-based,PGCE,Visiting,Mandarin,3.56,61,False,andrew.hicks@example.edu
T05124,Jasmine Gonzales,Male,Australia,Physics,Philosophy,PhD,1,Flipped Classroom,TESOL,Part-time,French,3.06,96,True,jasmine.gonzales@example.edu
T05125,Rebecca Davila,Non-Binary,India,Mathematics,English,Bachelors,3,Interactive,Online Certifications,Part-time,German,4.46,19,True,rebecca.davila@example.edu
T05126,Carlos Johnson MD,Non-Binary,France,Economics,History,Masters,20,Flipped Classroom,TESOL,Full-time,German,3.77,82,False,carlos.johnson.md@example.edu
T05127,Christopher Young,Non-Binary,France,English,Mathematics,Bachelors,21,Interactive,Online Certifications,Visiting,French,4.8,23,False,christopher.young@example.edu
T05128,Bethany Aguilar,Female,Australia,Chemistry,History,PhD,37,Interactive,M.Ed,Part-time,English,4.3,78,False,bethany.aguilar@example.edu
T05129,Stacey Sullivan,Female,Germany,Mathematics,Mathematics,Bachelors,25,Hybrid,None,Visiting,Mandarin,4.71,64,False,stacey.sullivan@example.edu
T05130,Jacob Young,Male,UK,Geography,English,PhD,19,Hybrid,Online Certifications,Part-time,French,3.9,91,False,jacob.young@example.edu
T05131,Antonio Brown,Male,France,English,Geography,Masters,40,Hybrid,M.Ed,Visiting,German,3.25,84,True,antonio.brown@example.edu
T05132,Jason Grant,Female,Australia,Philosophy,History,Masters,17,Lecture-based,None,Part-time,French,4.43,44,True,jason.grant@example.edu
T05133,Andrea Bautista,Non-Binary,Australia,English,Geography,Masters,25,Project-based,B.Ed,Part-time,German,3.54,34,False,andrea.bautista@example.edu
T05134,Mr. Wayne Watts II,Female,Australia,Chemistry,Chemistry,Bachelors,25,Lecture-based,None,Part-time,Mandarin,2.52,61,True,mr..wayne.watts.ii@example.edu
T05135,Phillip Roberts,Male,USA,Physics,Biology,PhD,18,Hybrid,M.Ed,Part-time,Spanish,3.11,46,False,phillip.roberts@example.edu
T05136,Diana Martin,Male,India,Chemistry,Mathematics,Bachelors,23,Hybrid,None,Full-time,German,2.86,34,True,diana.martin@example.edu
T05137,Stephanie Dixon,Male,India,History,Physics,Bachelors,33,Interactive,None,Full-time,French,3.35,38,True,stephanie.dixon@example.edu
T05138,Ashley Ellis,Male,UK,Mathematics,Computer Science,PhD,5,Hybrid,TESOL,Visiting,French,3.98,88,True,ashley.ellis@example.edu
T05139,Douglas Miller,Female,UK,Philosophy,Philosophy,Bachelors,14,Lecture-based,PGCE,Visiting,English,4.92,73,False,douglas.miller@example.edu
T05140,Michelle Clayton,Non-Binary,USA,History,Computer Science,Masters,31,Hybrid,B.Ed,Visiting,Mandarin,2.77,9,True,michelle.clayton@example.edu
T05141,Gary Williams,Female,India,Philosophy,Philosophy,Bachelors,29,Project-based,M.Ed,Full-time,Mandarin,3.14,98,True,gary.williams@example.edu
T05142,Aaron Morrison,Female,Australia,Mathematics,Computer Science,Masters,38,Flipped Classroom,M.Ed,Visiting,Spanish,3.8,60,False,aaron.morrison@example.edu
T05143,Brian Robertson,Female,India,Biology,English,Masters,35,Flipped Classroom,TESOL,Part-time,English,2.61,70,True,brian.robertson@example.edu
T05144,Thomas Franklin,Female,USA,Economics,Chemistry,PhD,34,Interactive,B.Ed,Visiting,English,4.72,53,True,thomas.franklin@example.edu
T05145,Travis Collins,Male,UK,Computer Science,Mathematics,Masters,30,Lecture-based,B.Ed,Part-time,German,4.96,71,True,travis.collins@example.edu
T05146,Carolyn Saunders,Male,France,Computer Science,Philosophy,Bachelors,5,Project-based,None,Visiting,German,4.48,88,False,carolyn.saunders@example.edu
T05147,Vanessa Flores,Female,Australia,Mathematics,English,Masters,7,Interactive,PGCE,Full-time,Spanish,3.73,5,False,vanessa.flores@example.edu
T05148,David Smith,Female,Canada,Economics,Mathematics,Masters,35,Project-based,PGCE,Visiting,English,3.48,30,False,david.smith@example.edu
T05149,Melanie Ward,Non-Binary,UK,Philosophy,English,Masters,3,Flipped Classroom,TESOL,Visiting,Mandarin,3.35,14,True,melanie.ward@example.edu
T05150,Sarah Brown,Non-Binary,India,Chemistry,Physics,Bachelors,23,Flipped Classroom,TESOL,Visiting,French,3.17,34,True,sarah.brown@example.edu
T05151,Steven Johnson,Female,Germany,English,Biology,Masters,4,Interactive,B.Ed,Full-time,Mandarin,3.31,75,True,steven.johnson@example.edu
T05152,Brenda Horton,Non-Binary,India,Chemistry,Computer Science,PhD,6,Project-based,TESOL,Part-time,French,3.87,8,True,brenda.horton@example.edu
T05153,Seth Tucker,Male,USA,Geography,Computer Science,Masters,6,Lecture-based,Online Certifications,Full-time,Spanish,3.34,29,True,seth.tucker@example.edu
